"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"64","Ford, JH; Kensinger, EA","Ford, Jaclyn H.; Kensinger, Elizabeth A.","Effects of internal and external vividness on hippocampal connectivity during memory retrieval","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Hippocampal connectivity; Memory; Internal vividness; External vividness","MEDIAL PREFRONTAL CORTEX; IMAGINED COMPLEX EVENTS; AUTOBIOGRAPHICAL MEMORY; DEFAULT MODE; FUNCTIONAL CONNECTIVITY; BRAIN-FUNCTION; SELF; FMRI; METAANALYSIS; ACTIVATION",6,0,7,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2015.12.007","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,TRUE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"65","Schlichting, ML; Preston, AR","Schlichting, Margaret L.; Preston, Alison R.","Hippocampal-medial prefrontal circuit supports memory updating during learning and post-encoding rest","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Hippocampus; Medial prefrontal cortex; Memory integration; Inference; Connectivity; Diffusion-weighted imaging","SPATIAL MEMORY; FUNCTIONAL CONNECTIVITY; PRIOR KNOWLEDGE; FLEXIBLE MEMORIES; RELATIONAL MEMORY; PREDICTS MEMORY; TEMPORAL-LOBE; PLACE CELLS; CORTEX; BRAIN",10,3,12,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2015.11.005","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,TRUE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"66","DuBrow, S; Davachi, L","DuBrow, Sarah; Davachi, Lila","Temporal binding within and across events","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Order memory; Episodic memory; Event segmentation; Temporal context; MTL","SHORT-TERM-MEMORY; FREE-RECALL; PREFRONTAL CORTEX; ASSOCIATIVE MEMORY; EPISODIC MEMORY; WORKING-MEMORY; LOBE ACTIVITY; LONG-TERM; ORDER INFORMATION; HUMAN HIPPOCAMPUS",11,0,5,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.07.011","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,TRUE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"67","Cordova, NI; Tompary, A; Turk-Browne, NB","Cordova, Natalia I.; Tompary, Alexa; Turk-Browne, Nicholas B.","Attentional modulation of background connectivity between ventral visual cortex and the medial temporal lobe","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Top-down attention; fMRI; Functional connectivity; Hippocampus; Faces; Scenes","FUNCTIONAL CONNECTIVITY; PARAHIPPOCAMPAL CORTEX; SELECTIVE ATTENTION; MEMORY; AREAS; TASK; SYNCHRONIZATION; TEMPOROPOLAR; INFORMATION; HIPPOCAMPUS",1,0,3,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.06.011","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,TRUE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"68","Wang, SF; Ritchey, M; Libby, LA; Ranganath, C","Wang, Shao-Fang; Ritchey, Maureen; Libby, Laura A.; Ranganath, Charan","Functional connectivity based parcellation of the human medial temporal lobe","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Functional connectivity; Hierarchical clustering algorithm; Parcellation; Hippocampus; Parahippocampal gyrus","PARAHIPPOCAMPAL CORTICES; PERIRHINAL CORTEX; HIPPOCAMPAL-FORMATION; POSTRHINAL CORTICES; RECOGNITION MEMORY; MACAQUE MONKEY; ENTORHINAL CORTEX; ORGANIZATION; RAT; PROJECTIONS",5,2,13,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.01.005","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"71","Poplawski, SG; Peixoto, L; Porcari, GS; Wimmer, ME; McNally, AG; Mizuno, K; Giese, KP; Chatterjee, S; Koberstein, JN; Risso, D; Speed, TP; Abel, T","Poplawski, Shane G.; Peixoto, Lucia; Porcari, Giulia S.; Wimmer, Mathieu E.; McNally, Anna G.; Mizuno, Keiko; Giese, K. Peter; Chatterjee, Snehajyoti; Koberstein, John N.; Risso, Davide; Speed, Terence P.; Abel, Ted","Contextual fear conditioning induces differential alternative splicing","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Transcription; Alternative splicing; RNA-seq; Fear conditioning; Homer1","HISTONE DEACETYLASE INHIBITORS; BDNF GENE-TRANSCRIPTION; MEMORY CONSOLIDATION; RNA-SEQ; EXPRESSION; HIPPOCAMPUS; AMYGDALA; MECHANISMS; RECEPTORS; PROFILES",1,0,9,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.07.018","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"74","Brunner, YF; Rodriguez-Raecke, R; Mutic, S; Benedict, C; Freiherr, J","Bruenner, Yvonne F.; Rodriguez-Raecke, Rea; Mutic, Smiljana; Benedict, Christian; Freiherr, Jessica","Neural correlates of olfactory and visual memory performance in 3D-simulated mazes after intranasal insulin application","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Olfaction; Hippocampus activation; Intranasal insulin; Spatial memory","POSTERIOR CINGULATE CORTEX; SPATIAL MEMORY; TERM-MEMORY; COGNITION; DISEASE; HUMANS; SENSITIVITY; SYSTEM; ODORS; RAT",2,0,6,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.07.027","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,TRUE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"76","Lerner, I; Lupkin, SM; Corter, JE; Peters, SE; Cannella, LA; Gluck, MA","Lerner, Itamar; Lupkin, Shira M.; Corter, James E.; Peters, Suzanne E.; Cannella, Lee Anne; Gluck, Mark A.","The influence of sleep on emotional and cognitive processing is primarily trait- (but not state-) dependent","NEUROBIOLOGY OF LEARNING AND MEMORY","English","Sleep; Rapid-Eye-Movement (REM) sleep; Slow-Wave-Sleep (SWS); Long-term monitoring; Emotional reactivity; Memory consolidation","SLOW-WAVE SLEEP; FACIAL EXPRESSIONS; REM-SLEEP; MEMORY CONSOLIDATION; VALIDATION; RESPONSES; DEPRIVATION; HOMEOSTASIS; ACTIGRAPHY; FACES",1,3,21,"ACADEMIC PRESS INC ELSEVIER SCIENCE",2016,"10.1016/j.nlm.2016.07.032","Behavioral Sciences; Neurosciences; Psychology; Psychology, Multidisciplinary",FALSE,FALSE,"NEUROBIOLOGY_OF_LEARNING_AND_MEMORY",3.543
"89","Beauchamp, GK","Beauchamp, Gary K.","Why do we like sweet taste: A bitter tale?","PHYSIOLOGY & BEHAVIOR","English","Sweet; Energy; Glucose; Bitter; Toxicity","SUCROSE-INDUCED ANALGESIA; PARABRACHIAL NEURONS; MAMMALIAN SWEET; RECEPTOR GENE; UMAMI TASTE; EVOLUTION; LOCUS; PREFERENCES; SUPPRESSION; RESPONSIVENESS",8,12,31,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.007","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"90","Roberts, A","Roberts, Ashley","The safety and regulatory process for low calorie sweeteners in the United States","PHYSIOLOGY & BEHAVIOR","English","Generally Recognized as Safe (GRAS); Potency; Regulatory; Safety","ARTIFICIAL SWEETENERS; WEIGHT; SACCHARIN; GAIN",4,6,41,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.02.039","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"91","Sylvetsky, AC; Rother, KI","Sylvetsky, Allison C.; Rother, Kristina I.","Trends in the consumption of low-calorie sweeteners","PHYSIOLOGY & BEHAVIOR","English","Low-calorie sweeteners; Artificial or non-nutritive sweeteners; Diet soda; Consumption trends; Sweetened beverages","UNITED-STATES; NONNUTRITIVE SWEETENERS; BEVERAGE CONSUMPTION; ARTIFICIAL SWEETENER; INTENSE SWEETENERS; PATTERNS; CHILDREN; ADULTS; SUCRALOSE; FUTURE",10,11,67,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.03.030","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"92","DuBois, GE","DuBois, Grant E.","Molecular mechanism of sweetness sensation","PHYSIOLOGY & BEHAVIOR","English","Sweetener; Sweetness inhibitor; Sweetener positive allosteric modulator; Sweetener receptor; Sweetness mechanism and constitutive activity","PROTEIN-COUPLED-RECEPTORS; CANDIDATE TASTE RECEPTOR; UMAMI TASTE; SIGNALING PATHWAYS; MAMMALIAN SWEET; HUMAN T1R3; BITTER; IDENTIFICATION; DOMAIN; LOCUS",7,6,39,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.03.015","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"95","Meyer-Gerspach, AC; Wolnerhanssen, B; Beglinger, C","Meyer-Gerspach, A. C.; Wolnerhanssen, B.; Beglinger, C.","Functional roles of low calorie sweeteners on gut function","PHYSIOLOGY & BEHAVIOR","English","Sweet taste; Glucose; Fructose; Low calorie sweeteners","GLUCAGON-LIKE PEPTIDE-1; NONNUTRITIVE SWEETENERS; TASTE RECEPTOR; ALPHA-GUSTDUCIN; EXPRESSION; HUMANS; CELLS; ABSORPTION; MECHANISMS; SECRETION",1,4,18,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.01.045","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"96","Bryant, C; Mclaughlin, J","Bryant, Charlotte; Mclaughlin, John","Low calorie sweeteners: Evidence remains lacking for effects on human gut function","PHYSIOLOGY & BEHAVIOR","English","Low calorie sweetener; Gut hormones; Gastric emptying","COTRANSPORTER 1 SGLT1; GLUCOSE-ABSORPTION; TASTE RECEPTORS; ARTIFICIAL SWEETENERS; HEALTHY-SUBJECTS; EXPRESSION; INTESTINE; SUCRALOSE; GUSTDUCIN; RELEASE",6,4,16,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.04.026","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"97","Nettleton, JE; Reimer, RA; Shearer, J","Nettleton, Jodi E.; Reimer, Raylene A.; Shearer, Jane","Reshaping the gut microbiota: Impact of low calorie sweeteners and the link to insulin resistance?","PHYSIOLOGY & BEHAVIOR","English","Insulin resistance; Low calorie sweetener; Microbiota; Glucoregulation; Non-nutritive sweeteners","INFLAMMATORY-BOWEL-DISEASE; BRAIN NEURAL CIRCUITS; DIET-INDUCED OBESITY; METABOLIC SYNDROME; ARTIFICIAL SWEETENERS; ENERGY HOMEOSTASIS; UNITED-STATES; CONSUMPTION; ASPARTAME; HEALTH",8,17,72,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.04.029","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"98","Daly, K; Darby, AC; Shirazi-Beechey, SP","Daly, Kristian; Darby, Alistair C.; Shirazi-Beechey, Soraya P.","Low calorie sweeteners and gut microbiota","PHYSIOLOGY & BEHAVIOR","English","Neohesperidin dihydrochalcone (NHDC); Intestine; Pig; Microbiota; Lactobacillus","LACTOBACILLUS-ACIDOPHILUS; ESCHERICHIA-COLI; BODY-WEIGHT; FOOD-INTAKE; OBESITY; PIGS; RHAMNOSIDASES; MICROFLORA; PLANTARUM; BACTERIA",1,2,37,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.03.014","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"99","Murray, S; Tulloch, A; Criscitelli, K; Avena, NM","Murray, Susan; Tulloch, Alastair; Criscitelli, Kristen; Avena, Nicole M.","Recent studies of the effects of sugars on brain systems involved in energy balance and reward: Relevance to low calorie sweeteners","PHYSIOLOGY & BEHAVIOR","English","Sucrose; Glucose; Low calorie sweeteners; Reward; Dopamine; Rats","NUCLEUS-ACCUMBENS SHELL; MELANIN-CONCENTRATING HORMONE; DECREASED CONSUMPTION; ARTIFICIAL SWEETENER; INTERMITTENT ACCESS; DOPAMINE RELEASE; TASTE RECEPTOR; UNITED-STATES; CORE DOPAMINE; C57BL/6J MICE",6,7,29,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.04.004","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"101","Fowler, SPG","Fowler, Sharon P. G.","Low-calorie sweetener use and energy balance: Results from experimental studies in animals, and large-scale prospective studies in humans","PHYSIOLOGY & BEHAVIOR","English","Low-calorie sweeteners; Non-nutritive sweeteners; Diet sodas; Diet beverages; Weight; Obesity","HIGH-INTENSITY SWEETENERS; DIABETES PREVENTION PROGRAM; CORONARY-HEART-DISEASE; BODY-FAT DISTRIBUTION; NEUTRAL AMINO-ACIDS; DIET SODA INTAKE; WEIGHT-GAIN; BISPHENOL-A; ARTIFICIAL SWEETENERS; METABOLIC SYNDROME",11,19,92,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.04.047","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"102","Peters, JC; Beck, J","Peters, John C.; Beck, Jimikaye","Low Calorie Sweetener (LCS) use and energy balance","PHYSIOLOGY & BEHAVIOR","English","Low calorie sweeteners; Body weight; Diet beverages; Randomized trials; Observational trials","RANDOMIZED CLINICAL-TRIAL; SENSORY-SPECIFIC SATIETY; TERM WEIGHT-GAIN; DIET SODA INTAKE; BODY-WEIGHT; BEVERAGE CONSUMPTION; PROSPECTIVE COHORT; FOOD-INTAKE; LIFE-STYLE; WOMEN",3,2,11,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.03.024","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"104","Kobayashi, I; Lavela, J; Bell, K; Mellman, TA","Kobayashi, Ihori; Lavela, Joseph; Bell, Kimberly; Mellman, Thomas A.","The impact of posttraumatic stress disorder versus resilience on nocturnal autonomic nervous system activity as functions of sleep stage and time of sleep","PHYSIOLOGY & BEHAVIOR","English","Posttraumatic stress disorder; Sleep; Autonomic nervous system; Heart rate variability; Resilience","HEART-RATE-VARIABILITY; BLOOD-PRESSURE; PTSD; VETERANS; DISTURBANCES; POPULATION; COMMUNITY; AROUSAL; NIGHT",2,5,23,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.005","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"107","Shrestha, S; Bloom, MS; Yucel, R; Seegal, RF; Rej, R; McCaffrey, RJ; Fitzgerald, EF","Shrestha, Srishti; Bloom, Michael S.; Yucel, Recai; Seegal, Richard F.; Rej, Robert; McCaffrey, Robert J.; Fitzgerald, Edward F.","Thyroid function and neuropsychological status in older adults","PHYSIOLOGY & BEHAVIOR","English","Older adults; Thyroid function; Neuropsychological status","COGNITIVE FUNCTION; STIMULATING HORMONE; MOOD; AGE; DECLINE; HYPOTHYROIDISM; IMPAIRMENT; DEPRESSION; THYROXINE; DEMENTIA",3,0,13,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.037","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"108","Rizzo, G; Masic, U; Harrold, JA; Norton, JE; Halford, JCG","Rizzo, G.; Masic, U.; Harrold, J. A.; Norton, J. E.; Halford, J. C. G.","Coconut and sunflower oil ratios in ice cream influence subsequent food selection and intake","PHYSIOLOGY & BEHAVIOR","English","Ice cream; Medium chain triglycerides; Long chain triglycerides; Food intake; Appetite","LONG-CHAIN TRIACYLGLYCEROLS; ENERGY-INTAKE; SUBSTRATE OXIDATION; HEALTHY-MEN; FATTY-ACIDS; SATIETY; APPETITE; TRIGLYCERIDES; CARBOHYDRATE; PROTEIN",3,3,21,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.040","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"109","Vera, J; Diaz-Piedra, C; Jimenez, R; Morales, JM; Catena, A; Cardenas, D; Di Stasi, LL","Vera, Jesus; Diaz-Piedra, Carolina; Jimenez, Raimundo; Morales, Jose M.; Catena, Andres; Cardenas, David; Di Stasi, Leandro L.","Driving time modulates accommodative response and intraocular pressure","PHYSIOLOGY & BEHAVIOR","English","Fatigue; Neuroergonomics; Ocular biomarkers; Road safety; Sleepiness; Time-on-task","TONIC ACCOMMODATION; OCULAR ACCOMMODATION; DRIVER DROWSINESS; VISUAL DISCOMFORT; FATIGUE; EYE; DYNAMICS; SLEEP; GLAUCOMA; VERGENCE",3,2,23,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.043","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"112","Inoue, Y; Gerrett, N; Ichinose-Kuwahara, T; Umino, Y; Kiuchi, S; Amano, T; Ueda, H; Havenith, G; Kondo, N","Inoue, Yoshimitsu; Gerrett, Nicola; Ichinose-Kuwahara, Tomoko; Umino, Yasue; Kiuchi, Saeko; Amano, Tatsuro; Ueda, Hiroyuki; Havenith, George; Kondo, Narihiko","Sex differences in age-related changes on peripheral warm and cold innocuous thermal sensitivity","PHYSIOLOGY & BEHAVIOR","English","Sex; Ageing; Thermal sensitivity; Temperature; Regional differences","REGIONAL DIFFERENCES; BLOOD-FLOW; TEMPORAL SUMMATION; HUMAN-BODY; TEMPERATURE; HEAT; THRESHOLDS; HUMANS; PAIN; SKIN",2,1,4,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.045","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"113","Hansen, F; Pandolfo, P; Galland, F; Torres, FV; Dutra, MF; Batassini, C; Guerra, MC; Leite, MC; Goncalves, CA","Hansen, Fernanda; Pandolfo, Pablo; Galland, Fabiana; Torres, Felipe Vasconcelos; Dutra, Marcio Ferreira; Batassini, Cristiane; Guerra, Maria Cristina; Leite, Marina Concli; Goncalves, Carlos-Alberto","Methylglyoxal can mediate behavioral and neurochemical alterations in rat brain","PHYSIOLOGY & BEHAVIOR","English","Advanced glycation end products; Anxiety; Dementia; Diabetes; Glyoxalase 1; Methylglyoxal","GLYCATION END-PRODUCTS; FIBRILLARY ACIDIC PROTEIN; ALZHEIMERS-DISEASE; GLYOXALASE 1; DIABETES-MELLITUS; COGNITIVE DECLINE; OXIDATIVE STRESS; CEREBROSPINAL-FLUID; MAILLARD REACTION; S100B SECRETION",3,0,4,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.046","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"118","Huiberts, LM; Smolders, KCHJ; de Kort, YAW","Huiberts, Laura M.; Smolders, Karin C. H. J.; de Kort, Yvonne A. W.","Non-image forming effects of illuminance level: Exploring parallel effects on physiological arousal and task performance","PHYSIOLOGY & BEHAVIOR","English","Lighting; Physiological arousal; Vigilance; Working memory; Alertness; Time of day","YERKES-DODSON LAW; CARDIOVASCULAR-RESPONSE; BRIGHT LIGHT; HEART-RATE; DIFFICULTY; EXPOSURE; PERSONALITY; SLEEPINESS; ALERTNESS; CHALLENGE",7,2,11,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.035","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"121","McNeil, J; Doucet, E; Brunet, JF; Hintze, LJ; Chaumont, I; Langlois, E; Maitland, R; Riopel, A; Forest, G","McNeil, Jessica; Doucet, Eric; Brunet, Jean-Francois; Hintze, Luzia Jaeger; Chaumont, Isabelle; Langlois, Emilie; Maitland, Riley; Riopel, Alexandre; Forest, Genevieve","The effects of sleep restriction and altered sleep timing on energy intake and energy expenditure","PHYSIOLOGY & BEHAVIOR","English","Food intake; Physical activity; Sleep architecture; Bedtime; Wake-time","HEALTHY-MEN; FOOD-INTAKE; DEPRIVATION; BALANCE; ARCHITECTURE; CURTAILMENT; DURATION; WOMEN",3,2,24,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.05.051","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"123","Davranche, K; Casini, L; Arnal, PJ; Rupp, T; Perrey, S; Verges, S","Davranche, Karen; Casini, Laurence; Arnal, Pierrick J.; Rupp, Thomas; Perrey, Stephane; Verges, Samuel","Cognitive functions and cerebral oxygenation changes during acute and prolonged hypoxic exposure","PHYSIOLOGY & BEHAVIOR","English","Conflict task; Time estimation; NIRS; Hypoxia; Reaction time distribution; Hemodynamic response","NEAR-INFRARED SPECTROSCOPY; PREFRONTAL CORTEX ACTIVITY; INTERNAL CLOCK; WORKING-MEMORY; PARKINSONS-DISEASE; TIME PERCEPTION; EXERCISE; ACTIVATION; ALTITUDE; TASK",3,1,12,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.06.001","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"125","Allsop, S; Rumbold, PLS; Green, BP","Allsop, Susan; Rumbold, Penny L. S.; Green, Benjamin P.","The between-day reproducibility of fasting, satiety-related analytes, in 8 to 11 year-old boys","PHYSIOLOGY & BEHAVIOR","English","GLP-1(7-36); Insulin; Glucagon; Leptin; Glucose; Satiety","GLUCAGON-LIKE PEPTIDE-1; APPETITE-RELATED PEPTIDES; ENERGY-INTAKE; FOOD-INTAKE; LEPTIN; INSULIN; GLUCOSE; HOMEOSTASIS; METABOLISM; AGREEMENT",1,0,1,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.06.002","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"126","Demos, KE; Hart, CN; Sweet, LH; Mailloux, KA; Trautvetter, J; Williams, SE; Wing, RR; McCaffery, JM","Demos, K. E.; Hart, C. N.; Sweet, L. H.; Mailloux, K. A.; Trautvetter, J.; Williams, S. E.; Wing, R. R.; McCaffery, J. M.","Partial sleep deprivation impacts impulsive action but not impulsive decision-making","PHYSIOLOGY & BEHAVIOR","English","Impulsivity; Inhibitory control; Sleep; Partial sleep deprivation; Cognitive function; Actigraphy","NUCLEUS-ACCUMBENS CORE; GO/NO-GO TASKS; RISK-TAKING; RESPONSE-INHIBITION; RECOVERY SLEEP; NEURAL BASIS; BEHAVIOR; RESTRICTION; LESIONS; DELAY",7,3,37,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.06.003","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
"130","Nagarajan, G; Jurkevich, A; Kang, SW; Kuenzel, WJ","Nagarajan, Gurueswar; Jurkevich, Alexander; Kang, Seong W.; Kuenzel, Wayne J.","Diencephalic and septal structures containing the avian vasotocin receptor (V1aR) involved in the regulation of food intake in chickens, Gallus gallus","PHYSIOLOGY & BEHAVIOR","English","Vasotocin; SR-49059; Antagonist; Magnocellular neurons; Hypothalamus","PIGEON COLUMBA-LIVIA; CORTICOTROPIN-RELEASING HORMONE; CENTRAL-NERVOUS-SYSTEM; ARGININE-VASOTOCIN; NEUROPEPTIDE-Y; CORTICOSTERONE RELEASE; TRACTUS SOLITARIUS; STRIA TERMINALIS; VASOPRESSIN V1A; PITUITARY-CELLS",1,0,2,"PERGAMON-ELSEVIER SCIENCE LTD",2016,"10.1016/j.physbeh.2016.06.018","Psychology, Biological; Behavioral Sciences",FALSE,FALSE,"PHYSIOLOGY_AND_BEHAVIOR",2.341
