"","AU","AF","TI","SO","LA","DE","ID","Z9","U1","U2","PU","PY","DI","WC","ANIMAL","FMRI_AB","JOUR","IF"
"152","Barakat, BK; Seitz, AR; Shams, L","Barakat, Brandon K.; Seitz, Aaron R.; Shams, Ladan","The effect of statistical learning on internal stimulus representations: Predictable items are enhanced even when not predicted","COGNITION","English","Statistical learning; Perceptual learning; Stimulus saliency; Associative learning","BACKWARD TRANSITIONAL PROBABILITIES; 8-MONTH-OLD INFANTS; WORD SEGMENTATION; ATTENTION; SEQUENCES; REGULARITIES; UNCERTAINTY; IMPLICIT",13,2,15,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.003","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"153","Becker, RB; Ferretti, TR; Madden-Lombardi, CJ","Becker, Raymond B.; Ferretti, Todd R.; Madden-Lombardi, Carol J.","Grammatical aspect, lexical aspect, and event duration constrain the availability of events in narratives","COGNITION","English","Event-related brain potentials; Situation models; Narrative processing; Grammatical aspect; Lexical aspect; Time shifts","VERB ASPECT; SHIFTS; TIME; REPRESENTATIONS; ACCESSIBILITY; COMPREHENSION; INFORMATION; LANGUAGE",4,0,12,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.06.014","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"154","Lin, ZC","Lin, Zhicheng","Object-centered representations support flexible exogenous visual attention across translation and reflection","COGNITION","English","Exogenous attention; Non-retinotopic processing; Object-centered representation; Mirror images","TRANSIENT ATTENTION; COMPONENTS; DISCRIMINATION; ORGANIZATION; INFORMATION; INHIBITION; DEPLOYMENT; LOCATIONS; STIMULUS; CAPTURE",8,0,2,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.001","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"155","Kampis, D; Somogyi, E; Itakura, S; Kiraly, I","Kampis, Dora; Somogyi, Eszter; Itakura, Shoji; Kiraly, Ildiko","Do infants bind mental states to agents?","COGNITION","English","Action perception; Infants; Belief attribution; Preferential choice","FALSE BELIEFS; OTHERS; GOAL; ATTRIBUTION; OBJECT; SEE",6,0,12,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.004","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"156","Sargent, JQ; Zacks, JM; Hambrick, DZ; Zacks, RT; Kurby, CA; Bailey, HR; Eisenberg, ML; Beck, TM","Sargent, Jesse Q.; Zacks, Jeffrey M.; Hambrick, David Z.; Zacks, Rose T.; Kurby, Christopher A.; Bailey, Heather R.; Eisenberg, Michelle L.; Beck, Taylor M.","Event segmentation ability uniquely predicts event memory","COGNITION","English","Event cognition; Episodic memory; Cognitive aging","ADULT AGE-DIFFERENCES; WORKING-MEMORY; PROCESSING SPEED; TERM-MEMORY; EXECUTIVE FUNCTIONS; FLUID INTELLIGENCE; ONGOING BEHAVIOR; LIFE-SPAN; CAPACITY; PERCEPTION",20,1,28,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.002","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"157","Runnqvist, E; Gollan, TH; Costa, A; Ferreira, VS","Runnqvist, Elin; Gollan, Tamar H.; Costa, Albert; Ferreira, Victor S.","A disadvantage in bilingual sentence production modulated by syntactic frequency and similarity across languages","COGNITION","English","Sentence production; Bilingual disadvantage; Frequency effects; Cross-language interactivity","SPANISH-ENGLISH BILINGUALS; LEXICAL ACCESS; SPEECH PRODUCTION; UTTERANCES; HYPOTHESIS; TONGUE",14,2,23,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.008","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"158","Rubio-Fernandez, P","Rubio-Fernandez, Paula","Perspective tracking in progress: Do not disturb","COGNITION","English","Theory of Mind; Indirect and direct false-belief tests; Perspective tracking","FALSE-BELIEF TASK; OTHERS BELIEFS; EYE-MOVEMENTS; MENTAL STATES; MIND; IMPLICIT; INFANTS; ADULTS; REPRESENTATION; PERFORMANCE",16,0,14,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.005","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"159","Ziembowicz, M; Nowak, A; Winkielman, P","Ziembowicz, Michal; Nowak, Andrzej; Winkielman, Piotr","When sounds look right and images sound correct: Cross-modal coherence enhances claims of pattern presence","COGNITION","English","Judgments; Decisions; Patterns; Regularity; Coherence; Fluency","NEURAL-NETWORKS; RECOGNITION MEMORY; SELF-CONTROL; FLUENCY; PERCEPTION; NOISE; FAMILIARITY; EXPERIENCE; JUDGMENTS; MODELS",2,0,8,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.010","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"160","Turri, J","Turri, John","The test of truth: An experimental investigation of the norm of assertion","COGNITION","English","Assertion; Speech acts; Knowledge; Intuitions; Rules; Excuses","KNOWLEDGE ACCOUNT",28,0,0,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.06.012","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"161","Fan, JE; Turk-Browne, NB","Fan, Judith E.; Turk-Browne, Nicholas B.","Internal attention to features in visual short-term memory guides object learning","COGNITION","English","Features and objects; Memory encoding; Memory retrieval; Selective attention; Visual short-term memory; Visual working memory","WORKING-MEMORY; TOP-DOWN; RETRIEVAL; REPRESENTATIONS; MECHANISMS; RETENTION; COGNITION; CAPACITY; NETWORK; STORAGE",11,2,21,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.06.007","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"162","Schachner, A; Carey, S","Schachner, Adena; Carey, Susan","Reasoning about 'irrational' actions: When intentional movements cannot be explained, the movements themselves are seen as the goal","COGNITION","English","Action understanding; Explanation; Bayesian inference; Imitation; Dance; Ritual","BAYESIAN-INFERENCE; PREVERBAL INFANTS; OVER-IMITATION; CHILDREN; PERCEPTION; OVERIMITATION; ANIMACY; ORIGINS; OBJECT; OTHERS",14,0,23,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.006","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"163","Los, SA","Los, Sander A.","The role of response inhibition in temporal preparation: Evidence from a go/no-go task","COGNITION","English","Temporal preparation; Response inhibition; Trace conditioning; Foreperiod effects; Sequential effects","SIMPLE REACTION-TIME; EVENT-RELATED FMRI; TRANSCRANIAL MAGNETIC STIMULATION; CHOICE-REACTION-TIME; NONSPECIFIC PREPARATION; PREFRONTAL CORTEX; FOREPERIOD DURATION; MOTOR PREPARATION; UNINTENTIONAL CONTRIBUTIONS; FRONTAL-CORTEX",10,0,12,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.013","Psychology, Experimental",FALSE,TRUE,"COGNITION",3.634
"164","Murphy, S; Fraenkel, N; Dalton, P","Murphy, Sandra; Fraenkel, Nick; Dalton, Polly","Perceptual load does not modulate auditory distractor processing","COGNITION","English","Auditory selective attention; Perceptual load; Distractor processing","MISMATCH NEGATIVITY; SELECTIVE ATTENTION; INATTENTIONAL DEAFNESS; VISUAL-ATTENTION; CAPTURE; DEMANDS; IGNORE; EVENTS; CORTEX; MMN",18,3,35,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.014","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"165","Mitterer, H; Scharenborg, O; McQueen, JM","Mitterer, Holger; Scharenborg, Odette; McQueen, James M.","Phonological abstraction without phonemes in speech perception","COGNITION","English","Speech perception; Phonemes; Allophones; Perceptual learning","LEXICAL ACCESS; REPRESENTATIONS; MODEL",18,0,12,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.011","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"166","McMurray, B; Kovack-Lesh, KA; Goodwin, D; McEchron, W","McMurray, Bob; Kovack-Lesh, Kristine A.; Goodwin, Dresden; McEchron, William","Infant directed speech and the development of speech perception: Enhancing development or an unintended consequence?","COGNITION","English","Infant directed speech; Speech categorization; Statistical learning; Phonetic analysis; Vowels; Voices onset time","VOICE-ONSET TIME; WITHIN-CATEGORY VARIATION; SPEAKING RATE; CROSS-LANGUAGE; ACOUSTIC CHARACTERISTICS; INTERNAL STRUCTURE; CONVERSATIONAL SPEECH; PHONETIC CATEGORIES; PREVERBAL INFANTS; WORD RECOGNITION",31,0,41,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.015","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"167","Willard, AK; Norenzayan, A","Willard, Aiyana K.; Norenzayan, Ara","Cognitive biases explain religious belief, paranormal belief, and belief in life's purpose","COGNITION","English","Religion; Cognitive biases; Paranormal belief; Purpose","INDIVIDUAL-DIFFERENCES; CHURCH ATTENDANCE; SOCIAL COGNITION; MIND PERCEPTION; FALSE BELIEFS; UNITED-STATES; MISSING DATA; CHILDRENS; ANTHROPOMORPHISM; PERSONALITY",49,3,54,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.016","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"168","Bartels, DM; Kvaran, T; Nichols, S","Bartels, Daniel M.; Kvaran, Trevor; Nichols, Shaun","Selfless giving","COGNITION","English","Decision making; Altruism; Personal identity; Morality; Intertemporal Choice; Values","INDIVIDUAL-DIFFERENCES; DECISION-MAKING; FUTURE SELVES; ALTRUISM; FAIRNESS; CONTINUITY; DONATIONS",8,2,27,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.009","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"169","Windey, B; Gevers, W; Cleeremans, A","Windey, Bert; Gevers, Wim; Cleeremans, Axel","Subjective visibility depends on level of processing","COGNITION","English","Consciousness; Awareness; Vision; Psychophysics; Graded; Dichotomous","CONSCIOUS PERCEPTION; AWARENESS; ACCESS; FRAMEWORK; BINDING; CORTEX; TASK; VIEW",20,0,5,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.07.012","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"170","Schneider, D; Slaughter, VP; Bayliss, AP; Dux, PE","Schneider, Dana; Slaughter, Virginia P.; Bayliss, Andrew P.; Dux, Paul E.","A temporally sustained implicit theory of mind deficit in autism spectrum disorders","COGNITION","English","Implicit theory of mind; Social cognition; Autism spectrum disorders; Eye-movements","HIGH-FUNCTIONING AUTISM; NORMAL SEX-DIFFERENCES; ASPERGER-SYNDROME; FALSE-BELIEF; MENTAL STATES; ADULTS; ATTENTION; QUOTIENT; INFANTS; OTHERS",38,1,65,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.004","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"171","Wu, YJ; Cristino, F; Leek, C; Thierry, G","Wu, Yan Jing; Cristino, Filipe; Leek, Charles; Thierry, Guillaume","Non-selective lexical access in bilinguals is spontaneous and independent of input monitoring: Evidence from eye tracking","COGNITION","English","Bilingualism; Eye movements; Language; Visual search; Lexical access","CHINESE-ENGLISH BILINGUALS; VISUAL WORD RECOGNITION; SENTENCE CONTEXT; UNCONSCIOUS TRANSLATION; SPEECH PRODUCTION; NATIVE-LANGUAGE; ACTIVATION; COMPREHENSION; DECISION; BRAIN",13,2,28,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.005","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"172","Surtees, A; Apperly, I; Samson, D","Surtees, Andrew; Apperly, Ian; Samson, Dana","Similarities and differences in visual and spatial perspective-taking processes","COGNITION","English","Theory of Mind; Visual perspective-taking; Spatial perspective-taking","REFERENCE-FRAME; ADULTS; MIND; LANGUAGE; INFANTS; OTHERS; SEE; INHIBITION; KNOWLEDGE; SELECTION",36,4,52,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.06.008","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"173","Ball, K; Pearson, DG; Smith, DT","Ball, Keira; Pearson, David G.; Smith, Daniel T.","Oculomotor involvement in spatial working memory is task-specific","COGNITION","English","Visual; Spatial; Working memory; Eye movement; Attention; Saccade","SHORT-TERM-MEMORY; EYE-MOVEMENTS; INDIVIDUAL-DIFFERENCES; PREMOTOR THEORY; SERIAL MEMORY; WORD-LENGTH; ATTENTION; LOOKING; SPAN; INTERFERENCE",4,3,19,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.006","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"174","Yamamoto, N; Philbeck, JW","Yamamoto, Naohide; Philbeck, John W.","Intrinsic frames of reference in haptic spatial learning","COGNITION","English","Haptics; Reference frame; Functional equivalence; Geometry; Modality; Spatial memory","LAYOUT GEOMETRY; ARRAY STRUCTURE; EFFECT SIZE; MEMORY; ORIENTATION; REPRESENTATIONS; ENVIRONMENTS; RECOGNITION; DIRECTIONS; VIEWPOINTS",4,1,8,"ELSEVIER SCIENCE BV",2013,"10.1016/j.cognition.2013.08.011","Psychology, Experimental",FALSE,FALSE,"COGNITION",3.634
"175","Knutson, AR; Hopkins, RO; Squire, LR","Knutson, Ashley R.; Hopkins, Ramona O.; Squire, Larry R.","A pencil rescues impaired performance on a visual discrimination task in patients with medial temporal lobe lesions","LEARNING & MEMORY","English","","PERIRHINAL CORTEX; WORKING-MEMORY; TERM-MEMORY; PERCEPTION; AMNESIA; DAMAGE; OBJECTS; REPRESENTATIONS; IMPAIRMENTS; ME",9,0,3,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2013,"10.1101/lm.032490.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",4.375
"176","Giachero, M; Calfa, GD; Molina, VA","Giachero, Marcelo; Calfa, Gaston D.; Molina, Victor A.","Hippocampal structural plasticity accompanies the resulting contextual fear memory following stress and fear conditioning","LEARNING & MEMORY","English","","DENDRITIC SPINE DENSITY; LONG-TERM POTENTIATION; ANTERIOR CINGULATE CORTEX; CA1 PYRAMIDAL NEURONS; CONSOLIDATION; AMYGDALA; RAT; BDNF; EXPRESSION; MICROSCOPY",14,2,6,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2013,"10.1101/lm.031724.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",4.375
"177","Wass, C; Pizzo, A; Sauce, B; Kawasumi, Y; Sturzoiu, T; Ree, F; Otto, T; Matzel, LD","Wass, Christopher; Pizzo, Alessandro; Sauce, Bruno; Kawasumi, Yushi; Sturzoiu, Tudor; Ree, Fred; Otto, Tim; Matzel, Louis D.","Dopamine D1 sensitivity in the prefrontal cortex predicts general cognitive abilities and is modulated by working memory training","LEARNING & MEMORY","English","","REACTION-TIME-TASK; DORSAL ANTERIOR CINGULATE; ORBITOFRONTAL CORTEX; FLUID INTELLIGENCE; LEARNING-ABILITY; PARIETAL CORTEX; BEHAVIORAL FLEXIBILITY; SYNAPTIC PLASTICITY; SPATIAL NAVIGATION; PASSIVE-AVOIDANCE",12,0,9,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2013,"10.1101/lm.031971.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",4.375
"178","Kim, S; Borst, G; Thompson, WL; Hopkins, RO; Kosslyn, SM; Squire, LR","Kim, Soyun; Borst, Gregoire; Thompson, William L.; Hopkins, Ramona O.; Kosslyn, Stephen M.; Squire, Larry R.","Sparing of spatial mental imagery in patients with hippocampal lesions","LEARNING & MEMORY","English","","TEMPORAL-LOBE DAMAGE; EPISODIC MEMORY; VISUAL-IMAGERY; LIMBIC ENCEPHALITIS; SCENE CONSTRUCTION; NEURAL BASIS; AMNESIA; FUTURE; DEFICIT; HUMANS",2,2,11,"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT",2013,"10.1101/lm.031633.113","Neurosciences; Psychology, Experimental",FALSE,FALSE,"LEARNING_AND_MEMORY",4.375
"179","Maister, L; Simons, JS; Plaisted-Grant, K","Maister, Lara; Simons, Jon S.; Plaisted-Grant, Kate","Executive Functions Are Employed to Process Episodic and Relational Memories in Children With Autism Spectrum Disorders","NEUROPSYCHOLOGY","English","autism spectrum disorder; relational memory; hippocampus; posterior parietal cortex; executive functions","FREE-RECALL; AUTOBIOGRAPHICAL MEMORY; ASPERGERS-SYNDROME; TEMPORAL-LOBE; PARIETAL LOBE; COGNITIVE DEFICIT; RETRIEVAL; ADULTS; ITEM; DISCRIMINATION",18,1,22,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034492","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"180","Silveri, MC; Baldonero, E","Silveri, Maria Caterina; Baldonero, Eleonora","Visual Short-Term Store Can Compensate for a Defective Phonological Short-Term Store in Patients With Apraxia of Speech","NEUROPSYCHOLOGY","English","phonological STM; phonological and visual short-term store; speech articulation; primary apraxia of speech","WORKING-MEMORY; NEUROPSYCHOLOGICAL EVIDENCE; CORTICOBASAL DEGENERATION; UNATTENDED SPEECH; IRRELEVANT SPEECH; SERIAL-RECALL; ARTICULATORY SUPPRESSION; PROGRESSIVE ANARTHRIA; CEREBELLAR LESION; REHEARSAL SYSTEM",2,0,5,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034033","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"181","Wu, CT; Hillman, CH","Wu, Chien-Ting; Hillman, Charles H.","Aerobic Fitness and the Attentional Blink in Preadolescent Children","NEUROPSYCHOLOGY","English","P3; temporal dynamics; attention; cognitive; ERPs","SERIAL VISUAL PRESENTATION; NUTRITION EXAMINATION SURVEY; PHYSICAL-ACTIVITY; ACADEMIC-ACHIEVEMENT; NATIONAL-HEALTH; COGNITION; BRAIN; AGE; PERFORMANCE; CHILDHOOD",7,1,12,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034025","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"182","Wilson, TW; Heinrichs-Graham, E; White, ML; Knott, NL; Wetzel, MW","Wilson, Tony W.; Heinrichs-Graham, Elizabeth; White, Matthew L.; Knott, Nichole L.; Wetzel, Martin W.","Estimating the Passage of Minutes: Deviant Oscillatory Frontal Activity in Medicated and Unmedicated ADHD","NEUROPSYCHOLOGY","English","time; temporal perception; prefrontal; stimulant","ATTENTION-DEFICIT/HYPERACTIVITY-DISORDER; DEFICIT HYPERACTIVITY DISORDER; MIXED AMPHETAMINE SALTS; SPACE SEPARATION METHOD; STIMULANT MEDICATIONS; SOURCE MONTAGES; CHILDREN; EEG; METHYLPHENIDATE; ADULTS",8,0,9,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034032","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"183","Nelson, LA; MacDonald, M; Stall, C; Pazdan, R","Nelson, Lonnie A.; MacDonald, Margaret; Stall, Christina; Pazdan, Renee","Effects of Interactive Metronome Therapy on Cognitive Functioning After Blast-Related Brain Injury: A Randomized Controlled Pilot Trial","NEUROPSYCHOLOGY","English","blast-related brain injury; cognitive rehabilitation; attention; memory; mTBI; recovery of function","OF-THE-LITERATURE; TEST-PERFORMANCE; REHABILITATION; SYMPTOMS; RELIABILITY; VALIDITY; SAMPLE",4,1,22,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034117","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"184","Papagno, C; Semenza, C; Girelli, L","Papagno, Costanza; Semenza, Carlo; Girelli, Luisa","Meeting an ""Impossible Challenge"" in Semantic Dementia: Outstanding Performance in Numerical Sudoku and Quantitative Number Knowledge","NEUROPSYCHOLOGY","English","calculation skills; visuospatial short-term memory (STM); spatial cognition; semantic dementia","ALZHEIMERS-DISEASE; NORMATIVE DATA; MEMORY; ABILITIES; DISSOCIATION; IMPAIRMENT; LESION; MULTIPLICATION; NUMERALS; PATTERNS",1,1,10,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034457","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"185","Wang, PY; Li, J; Li, HJ; Li, B; Jiang, Y; Bao, F; Zhang, SZ","Wang, Pengyun; Li, Juan; Li, Huijie; Li, Bing; Jiang, Yang; Bao, Feng; Zhang, Shouzi","Is Emotional Memory Enhancement Preserved in Amnestic Mild Cognitive Impairment? Evidence From Separating Recollection and Familiarity","NEUROPSYCHOLOGY","English","mild cognitive impairment; emotion; memory; recollection; familiarity","RECOGNITION MEMORY; ALZHEIMERS-DISEASE; ELDERLY-PEOPLE; AMYGDALA; FACES; OLDER; INFORMATION; HIPPOCAMPUS; EXPERIENCE; DEMENTIA",9,0,11,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0033973","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"186","Gaudreau, G; Monetta, L; Macoir, J; Laforce, R; Poulin, S; Hudon, C","Gaudreau, Genevieve; Monetta, Laura; Macoir, Joel; Laforce, Robert, Jr.; Poulin, Stephane; Hudon, Carol","Verbal Irony Comprehension in Older Adults With Amnestic Mild Cognitive Impairment","NEUROPSYCHOLOGY","English","mild cognitive impairment; nonliteral language; irony comprehension; theory of mind","PRAGMATIC LANGUAGE DISORDERS; TRAUMATIC BRAIN-INJURY; NON-LITERAL LANGUAGE; ALZHEIMERS-DISEASE; PARKINSONS-DISEASE; NEURODEGENERATIVE DISEASE; COMMUNICATIVE COMPETENCE; EXECUTIVE FUNCTIONS; SOCIAL COGNITION; DAMAGED PATIENTS",5,1,18,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034655","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"187","Glass, L; Ware, AL; Crocker, N; Deweese, BN; Coles, CD; Kable, JA; May, PA; Kalberg, WO; Sowell, ER; Jones, KL; Riley, EP; Mattson, SN","Glass, Leila; Ware, Ashley L.; Crocker, Nicole; Deweese, Benjamin N.; Coles, Claire D.; Kable, Julie A.; May, Philip A.; Kalberg, Wendy O.; Sowell, Elizabeth R.; Jones, Kenneth Lyons; Riley, Edward P.; Mattson, Sarah N.","Neuropsychological Deficits Associated With Heavy Prenatal Alcohol Exposure Are Not Exacerbated by ADHD","NEUROPSYCHOLOGY","English","fetal alcohol spectrum disorders (FASD); fetal alcohol syndrome (FAS); attention-deficit/hyperactivity disorder (ADHD); neurobehavioral profile; specificity","ATTENTION-DEFICIT/HYPERACTIVITY DISORDER; FETAL ALCOHOL; SPECTRUM DISORDERS; HYPERACTIVITY DISORDER; NEURODEVELOPMENTAL DISORDERS; PHYSICAL FEATURES; NEUROBEHAVIORAL PROFILE; EXECUTIVE FUNCTIONS; ADAPTIVE-BEHAVIOR; AMERICAN CHILDREN",15,1,27,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0033994","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"188","Goldfarb, L; Shaul, S","Goldfarb, Liat; Shaul, Shelley","Abnormal Attentional Internetwork Link in Dyslexic Readers","NEUROPSYCHOLOGY","English","Attention Network Test (ANT); dyslexia; orienting system; alerting system","DEVELOPMENTAL DYSLEXIA; BRAIN; NETWORKS; DEFICITS; CHILDREN; ADULTS",4,1,18,"AMER PSYCHOLOGICAL ASSOC",2013,"10.1037/a0034422","Psychology, Clinical; Neurosciences; Psychology",FALSE,FALSE,"NEUROPSYCHOLOGY",3.425
"189","Zeng, H; Lee, TMC; Waters, JH; So, KF; Sham, PC; Schottenfeld, RS; Marienfeld, C; Chawarski, MC","Zeng, H.; Lee, Tatia M. C.; Waters, J. H.; So, Kwok-Fai; Sham, Pak C.; Schottenfeld, R. S.; Marienfeld, C.; Chawarski, Marek C.","Impulsivity, cognitive function, and their relationship in heroin-dependent individuals","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Heroin dependence; Personality trait; Impulsivity; Cognitive functioning; Disinhibition","METHADONE-MAINTENANCE PATIENTS; SENSATION-SEEKING-SCALE; DECISION-MAKING; SUBSTANCE-USE; MEMORY CAPACITY; OPIATE ADDICTS; PERFORMANCE; ABUSE; RISK; IMPAIRMENT",9,0,31,"TAYLOR & FRANCIS INC",2013,"10.1080/13803395.2013.828022","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.158
"190","Carlozzi, NE; Grech, J; Tulsky, DS","Carlozzi, Noelle E.; Grech, Julie; Tulsky, David S.","Memory functioning in individuals with traumatic brain injury: An examination of the Wechsler Memory Scale-Fourth Edition (WMS-IV)","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","Traumatic brain injury; TBI; Wechsler Memory Scale-Fourth Edition; WMS-IV; Memory; Assessment","CONFIRMATORY FACTOR-ANALYSIS; MILD HEAD-INJURY; VERBAL-LEARNING TEST; OF-THE-LITERATURE; COGNITIVE REHABILITATION; NEUROPSYCHOLOGICAL RECOVERY; FOLLOW-UP; WAIS-IV; MODERATE; DEFICITS",8,3,34,"TAYLOR & FRANCIS INC",2013,"10.1080/13803395.2013.833178","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.158
"191","Wilson, MJ; Martin-Engel, L; Vassileva, J; Gonzalez, R; Martin, EM","Wilson, Michael J.; Martin-Engel, Lindsay; Vassileva, Jasmin; Gonzalez, Raul; Martin, Eileen M.","An investigation of the effects of antiretroviral central nervous system penetration effectiveness on procedural learning in HIV plus drug users","JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","English","HIV; Neurocognition; Substance abuse; Antiretroviral therapy; Addiction; Procedural learning; Central nervous system penetration effectiveness","REVERSE-TRANSCRIPTASE INHIBITORS; SUBSTANCE-DEPENDENT INDIVIDUALS; NEUROCOGNITIVE IMPAIRMENT; COGNITIVE DISORDERS; SENSATION SEEKING; POSITIVE PATIENTS; THERAPY; INFECTION; DEFICITS; PERFORMANCE",4,0,2,"TAYLOR & FRANCIS INC",2013,"10.1080/13803395.2013.838939","Psychology, Clinical; Clinical Neurology; Psychology",FALSE,FALSE,"JOURNAL_OF_CLINICAL_AND_EXPERIMENTAL_NEUROPSYCHOLOGY",2.158
